-10	-36
-10	-39
-10	-41
-10	-56
-10	-57
-10	-62
-10	-64
-10	-68
-10	-75
-10	-76
-10	-77
-10	-78
-10	-79
-10	146
-10	147
-10	22
-11	-38
-11	-46
-11	-54
-11	-63
-11	-69
-11	-70
-11	-74
-11	-75
-11	-76
-11	-77
-11	-78
-11	-79
-11	142
-11	23
-11	26
-11	27
-11	33
-12	-38
-12	-62
-12	-69
-12	-70
-12	-71
-12	-72
-12	-73
-12	-74
-12	-75
-12	-76
-12	-77
-12	-78
-12	-80
-12	27
-12	32
-122	40
-123	39
-13	-39
-13	-40
-13	-41
-13	-42
-13	-57
-13	-61
-13	-66
-13	-69
-13	-70
-13	-71
-13	-72
-13	-73
-13	-74
-13	-75
-13	-76
-13	-77
-13	-78
-13	-79
-13	130
-13	131
-13	132
-13	133
-13	143
-13	27
-13	28
-13	31
-13	32
-14	-172
-14	-39
-14	-40
-14	-41
-14	-60
-14	-61
-14	-62
-14	-64
-14	-65
-14	-66
-14	-67
-14	-69
-14	-70
-14	-71
-14	-72
-14	-73
-14	-74
-14	-75
-14	-76
-14	-77
-14	130
-14	131
-14	132
-14	28
-14	29
-14	30
-14	31
-14	33
-14	34
-15	-148
-15	-172
-15	-40
-15	-41
-15	-61
-15	-62
-15	-65
-15	-68
-15	-69
-15	-70
-15	-71
-15	-72
-15	-73
-15	-74
-15	-76
-15	-77
-15	125
-15	126
-15	131
-15	132
-15	133
-15	143
-15	145
-15	26
-15	27
-15	28
-15	30
-15	33
-15	34
-15	35
-16	-148
-16	-45
-16	-48
-16	-50
-16	-56
-16	-57
-16	-58
-16	-60
-16	-62
-16	-63
-16	-65
-16	-66
-16	-69
-16	-70
-16	-71
-16	-72
-16	-74
-16	-76
-16	125
-16	127
-16	128
-16	129
-16	130
-16	131
-16	133
-16	135
-16	136
-16	143
-16	144
-16	145
-16	167
-16	25
-16	26
-16	27
-16	28
-16	35
-16	46
-17	-151
-17	-152
-17	-180
-17	-54
-17	-55
-17	-56
-17	-57
-17	-58
-17	-60
-17	-61
-17	-62
-17	-65
-17	-66
-17	-68
-17	-69
-17	-70
-17	-71
-17	-72
-17	-73
-17	-74
-17	125
-17	126
-17	128
-17	129
-17	130
-17	132
-17	133
-17	134
-17	135
-17	136
-17	144
-17	145
-17	146
-17	179
-17	26
-17	27
-17	28
-17	46
-17	47
-18	-150
-18	-45
-18	-57
-18	-59
-18	-61
-18	-62
-18	-63
-18	-64
-18	-65
-18	-66
-18	-67
-18	-68
-18	-70
-18	-71
-18	-72
-18	-73
-18	122
-18	123
-18	124
-18	125
-18	127
-18	128
-18	13
-18	130
-18	131
-18	138
-18	14
-18	140
-18	141
-18	144
-18	145
-18	146
-18	168
-18	177
-18	178
-18	19
-18	22
-18	23
-18	24
-18	25
-18	30
-18	31
-18	36
-19	-44
-19	-53
-19	-55
-19	-58
-19	-60
-19	-61
-19	-63
-19	-64
-19	-65
-19	-66
-19	-68
-19	-69
-19	-70
-19	-71
-19	122
-19	125
-19	126
-19	127
-19	128
-19	135
-19	136
-19	138
-19	139
-19	142
-19	143
-19	144
-19	146
-19	16
-19	162
-19	177
-19	178
-19	19
-19	21
-19	22
-19	23
-19	24
-19	25
-19	26
-19	30
-19	32
-19	47
-19	48
-2	-49
-2	-51
-2	-61
-2	-62
-2	-64
-2	-78
-2	-79
-2	-80
-2	-81
-2	-82
-2	-90
-2	-91
-2	-92
-2	101
-2	112
-2	113
-2	119
-2	120
-2	133
-2	135
-2	136
-2	14
-2	28
-2	29
-2	30
-2	33
-2	34
-2	35
-2	36
-2	37
-2	9
-20	-41
-20	-42
-20	-44
-20	-49
-20	-57
-20	-58
-20	-61
-20	-64
-20	-65
-20	-66
-20	-68
-20	-69
-20	-70
-20	-71
-20	120
-20	129
-20	134
-20	135
-20	136
-20	138
-20	139
-20	140
-20	146
-20	147
-20	15
-20	16
-20	177
-20	178
-20	18
-20	22
-20	23
-20	26
-20	27
-20	32
-20	47
-20	48
-20	57
-21	-159
-21	-41
-21	-42
-21	-44
-21	-45
-21	-46
-21	-47
-21	-48
-21	-55
-21	-56
-21	-57
-21	-59
-21	-60
-21	-61
-21	-63
-21	-64
-21	-67
-21	-68
-21	-69
-21	-70
-21	-71
-21	117
-21	118
-21	134
-21	136
-21	139
-21	14
-21	141
-21	148
-21	149
-21	16
-21	164
-21	165
-21	167
-21	17
-21	23
-21	24
-21	25
-21	26
-21	27
-21	28
-21	30
-21	31
-21	47
-21	55
-21	57
-22	-150
-22	-160
-22	-175
-22	-176
-22	-43
-22	-44
-22	-48
-22	-53
-22	-55
-22	-57
-22	-58
-22	-61
-22	-63
-22	-64
-22	-65
-22	-66
-22	-68
-22	-69
-22	-70
-22	-71
-22	118
-22	13
-22	139
-22	148
-22	149
-22	15
-22	16
-22	165
-22	167
-22	27
-22	29
-22	47
-22	55
-23	-42
-23	-43
-23	-44
-23	-45
-23	-46
-23	-47
-23	-48
-23	-49
-23	-50
-23	-52
-23	-55
-23	-60
-23	-61
-23	-66
-23	-67
-23	-68
-23	-69
-23	-70
-23	-71
-23	113
-23	114
-23	117
-23	118
-23	119
-23	133
-23	14
-23	149
-23	15
-23	150
-23	16
-23	166
-23	17
-23	26
-23	27
-23	30
-23	31
-23	44
-23	45
-23	47
-24	-45
-24	-46
-24	-47
-24	-48
-24	-58
